2014-01-18 13:39:29,606 [Worker-173] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:39:29,621 [Worker-173] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:39:54,392 [Worker-184] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:39:54,413 [Worker-184] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:39:54,427 [Worker-184] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:39:54,443 [Worker-184] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:45:06,636 [Worker-188] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:45:06,652 [Worker-188] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:45:06,663 [Worker-188] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:45:06,678 [Worker-188] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:46:11,702 [Worker-188] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:46:11,721 [Worker-188] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:46:11,734 [Worker-188] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:46:11,751 [Worker-188] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:46:17,893 [Worker-191] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:46:17,915 [Worker-191] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:46:17,933 [Worker-191] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:46:17,953 [Worker-191] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:46:28,848 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:46:28,865 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:46:28,879 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:46:28,895 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:46:40,784 [Worker-189] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:46:40,803 [Worker-189] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:46:40,818 [Worker-189] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:46:40,836 [Worker-189] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:46:45,482 [Worker-191] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:46:45,497 [Worker-191] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:46:45,511 [Worker-191] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:46:45,526 [Worker-191] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:46:59,360 [Worker-185] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:46:59,378 [Worker-185] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:46:59,392 [Worker-185] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:46:59,407 [Worker-185] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:48:03,017 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:48:03,040 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:48:03,056 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:48:03,078 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:48:16,172 [Worker-187] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:48:16,192 [Worker-187] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:48:16,206 [Worker-187] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:48:16,222 [Worker-187] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:48:29,925 [Worker-193] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:48:29,940 [Worker-193] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 13:48:29,952 [Worker-193] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 13:48:29,966 [Worker-193] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:01:38,510 [Worker-193] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:01:38,528 [Worker-193] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:01:38,541 [Worker-193] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:01:38,560 [Worker-193] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:01:49,881 [Worker-193] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:01:49,902 [Worker-193] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:01:49,918 [Worker-193] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:01:49,939 [Worker-193] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:08:22,028 [Worker-206] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:08:22,047 [Worker-206] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:08:22,058 [Worker-206] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:08:22,077 [Worker-206] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:08:42,981 [Worker-200] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:08:43,004 [Worker-200] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:08:43,019 [Worker-200] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:08:43,040 [Worker-200] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:13:15,754 [Worker-208] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.amilne.core:DynamicFlame:1.0-SNAPSHOT @ C:\wks\DynamicFlameWebsite\DynamicFlame\pom.xml.
2014-01-18 14:13:16,632 [Worker-208] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:13:16,647 [Worker-208] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:13:16,659 [Worker-208] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:13:16,669 [Worker-208] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:13:31,633 [Worker-214] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:13:31,645 [Worker-214] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:13:31,652 [Worker-214] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:13:31,662 [Worker-214] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:13:39,168 [Worker-209] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:13:39,186 [Worker-209] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:13:39,198 [Worker-209] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:13:39,208 [Worker-209] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:13:57,326 [Worker-215] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:13:57,336 [Worker-215] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:13:57,343 [Worker-215] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:13:57,355 [Worker-215] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:13:58,438 [Worker-213] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:13:58,456 [Worker-213] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:13:58,468 [Worker-213] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:13:58,477 [Worker-213] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:15:30,779 [Worker-211] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:15:30,791 [Worker-211] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:15:30,796 [Worker-211] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:15:30,808 [Worker-211] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:17:44,248 [Worker-210] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:17:44,267 [Worker-210] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:17:44,281 [Worker-210] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:17:44,291 [Worker-210] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:18:18,304 [Worker-218] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:18:18,317 [Worker-218] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:18:18,322 [Worker-218] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:18:18,334 [Worker-218] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:18:28,433 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:18:28,449 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:18:28,462 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:18:28,471 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:20:47,395 [Worker-221] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:20:47,404 [Worker-221] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:20:47,410 [Worker-221] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:20:47,421 [Worker-221] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:21:06,014 [Worker-222] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:21:06,032 [Worker-222] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:21:06,048 [Worker-222] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:21:06,059 [Worker-222] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:21:08,373 [Worker-220] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:21:08,382 [Worker-220] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:21:08,389 [Worker-220] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:21:08,399 [Worker-220] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:21:12,858 [Worker-223] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:21:12,876 [Worker-223] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:21:12,888 [Worker-223] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:21:12,902 [Worker-223] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:21:25,639 [Worker-224] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:21:25,649 [Worker-224] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:21:25,655 [Worker-224] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:21:25,664 [Worker-224] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:35:45,316 [Worker-233] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:35:45,337 [Worker-233] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:35:45,349 [Worker-233] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:35:45,361 [Worker-233] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:40:10,324 [Worker-235] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.amilne.core:DynamicFlame:1.0-SNAPSHOT @ C:\wks\DynamicFlameWebsite\DynamicFlame\pom.xml.
2014-01-18 14:40:10,810 [Worker-235] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-01-18 14:40:11,645 [New I/O client worker #10-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/codehaus/mojo/cobertura-maven-plugin/2.6/cobertura-maven-plugin-2.6.pom
2014-01-18 14:40:11,661 [New I/O client worker #10-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/codehaus/mojo/cobertura-maven-plugin/2.6/cobertura-maven-plugin-2.6.pom
2014-01-18 14:40:11,972 [Worker-235] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-01-18 14:40:12,486 [New I/O client worker #11-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/codehaus/mojo/mojo-parent/30/mojo-parent-30.pom
2014-01-18 14:40:12,767 [New I/O client worker #11-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/codehaus/mojo/mojo-parent/30/mojo-parent-30.pom
2014-01-18 14:40:13,185 [Worker-235] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-01-18 14:40:13,702 [New I/O client worker #12-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/codehaus/codehaus-parent/4/codehaus-parent-4.pom
2014-01-18 14:40:13,715 [New I/O client worker #12-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/codehaus/codehaus-parent/4/codehaus-parent-4.pom
2014-01-18 14:40:14,667 [Worker-235] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-01-18 14:40:15,164 [New I/O client worker #13-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/codehaus/mojo/cobertura-maven-plugin/2.6/cobertura-maven-plugin-2.6.jar
2014-01-18 14:40:15,939 [New I/O client worker #13-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/codehaus/mojo/cobertura-maven-plugin/2.6/cobertura-maven-plugin-2.6.jar
2014-01-18 14:40:17,112 [Worker-235] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:40:17,128 [Worker-235] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:40:17,139 [Worker-235] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:40:17,155 [Worker-235] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:40:17,156 [Worker-235] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of DynamicFlame
2014-01-18 14:40:17,156 [Worker-235] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for DynamicFlame
2014-01-18 14:40:20,215 [Worker-235] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:41:43,079 [Worker-231] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.amilne.core:DynamicFlame:1.0-SNAPSHOT @ C:\wks\DynamicFlameWebsite\DynamicFlame\pom.xml.
2014-01-18 14:41:43,871 [Worker-231] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:41:43,888 [Worker-231] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:41:43,902 [Worker-231] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:41:43,917 [Worker-231] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:41:43,918 [Worker-231] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of DynamicFlame
2014-01-18 14:41:43,918 [Worker-231] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for DynamicFlame
2014-01-18 14:41:43,930 [Worker-231] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:41:45,282 [Worker-239] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.amilne.core:DynamicFlame:1.0-SNAPSHOT @ C:\wks\DynamicFlameWebsite\DynamicFlame\pom.xml.
2014-01-18 14:41:45,898 [Worker-239] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:41:45,910 [Worker-239] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:41:45,914 [Worker-239] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:41:45,923 [Worker-239] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:41:45,924 [Worker-239] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of DynamicFlame
2014-01-18 14:41:45,924 [Worker-239] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for DynamicFlame
2014-01-18 14:41:45,936 [Worker-239] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:45:22,645 [Worker-245] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.amilne.core:DynamicFlame:1.0-SNAPSHOT @ C:\wks\DynamicFlameWebsite\DynamicFlame\pom.xml.
2014-01-18 14:45:23,272 [Worker-245] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:45:23,289 [Worker-245] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:45:23,301 [Worker-245] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:45:23,317 [Worker-245] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:45:23,318 [Worker-245] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of DynamicFlame
2014-01-18 14:45:23,318 [Worker-245] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for DynamicFlame
2014-01-18 14:45:23,330 [Worker-245] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:49:49,010 [Worker-242] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:49:49,021 [Worker-242] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 14:49:49,031 [Worker-242] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:49:49,042 [Worker-242] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:50:38,608 [Worker-254] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:50:38,621 [Worker-254] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 14:50:38,628 [Worker-254] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 14:50:38,640 [Worker-254] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 15:18:49,721 [Worker-262] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:18:49,733 [Worker-262] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 15:18:49,751 [Worker-262] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:18:49,773 [Worker-262] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-18 15:19:53,200 [Worker-262] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-18 15:19:53,210 [Worker-262] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-18 15:19:53,215 [Worker-262] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
